console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,log_sales
PS2,STRATEGY,Crave Entertainment,Zed Two Limited,7.5,0.07,0.03,,0.03,0.01,0.06765864847381481
PS3,STRATEGY,Tecmo Koei,Tecmo Koei Games,7.5,0.07,,0.07,,,0.06765864847381481
GC,STRATEGY,Acclaim Entertainment,Team17 Software,7.5,0.07,0.05,,0.01,0.0,0.06765864847381481
PSV,RACING,Sony Computer Entertainment,Evolution Studios,8.1,0.07,,,0.05,0.01,0.06765864847381481
X360,ROLE-PLAYING,Atlus,Success,7.5,0.07,0.07,,,0.01,0.06765864847381481
PSV,ROLE-PLAYING,NIS America,Nippon Ichi Software,7.5,0.07,0.01,0.04,0.01,0.01,0.06765864847381481
PS,ROLE-PLAYING,Locus,Soliton,7.5,0.07,,0.07,,0.0,0.06765864847381481
PS4,ROLE-PLAYING,NIS America,Kadokawa Games,7.5,0.07,0.03,0.02,0.01,0.01,0.06765864847381481
PS2,ROLE-PLAYING,Agetec,Garakuda Studio,7.5,0.07,0.04,,0.03,0.01,0.06765864847381481
DS,ROLE-PLAYING,Unknown,Capcom,7.5,0.07,,0.07,,,0.06765864847381481
PS4,ROLE-PLAYING,NIS America,Nippon Ichi Software,7.5,0.07,0.03,0.03,,0.01,0.06765864847381481
PS4,ROLE-PLAYING,Square Enix,Tokyo RPG Factory,7.5,0.07,,0.07,,,0.06765864847381481
PS4,RACING,Bigben Interactive,Kylotonn Entertainment,7.5,0.07,0.06,,,0.01,0.06765864847381481
DS,PUZZLE,SouthPeak Interactive,SpiderMonk,7.5,0.07,0.07,,,0.01,0.06765864847381481
DS,PUZZLE,Codemasters,Triumph Studios,7.5,0.07,0.07,,0.0,0.01,0.06765864847381481
PS,PUZZLE,Psygnosis,Game Design Sweden AB,7.5,0.07,0.04,,0.03,0.0,0.06765864847381481
PS2,ADVENTURE,Athena,Athena,7.5,0.07,,0.07,,,0.06765864847381481
DS,ADVENTURE,Marvelous Interactive,High Horse Entertainment,5.7,0.07,0.06,,0.0,0.01,0.06765864847381481
DS,ADVENTURE,Konami,Konami Computer Entertainment Hawaii,7.5,0.07,0.01,0.05,0.01,0.0,0.06765864847381481
PS2,ADVENTURE,DreamCatcher Interactive,Hydravision Entertainment,6.8,0.07,0.03,,0.03,0.01,0.06765864847381481
PS3,ADVENTURE,Focus Home Interactive,Frogwares,7.5,0.07,0.03,,0.03,0.01,0.06765864847381481
NS,ADVENTURE,Gearbox Software,Dynamic Pixels,7.5,0.07,0.06,,,0.01,0.06765864847381481
PS4,ADVENTURE,Gearbox Software,Dynamic Pixels,7.5,0.07,0.05,,,0.01,0.06765864847381481
XONE,ADVENTURE,Gearbox Software,Dynamic Pixels,7.5,0.07,0.06,,,0.01,0.06765864847381481
GBA,ADVENTURE,Nintendo,Nintendo R&D1,5.2,0.07,,0.07,,,0.06765864847381481
N64,ADVENTURE,Kemco,Infinite Ventures,5.4,0.07,0.06,,0.01,0.0,0.06765864847381481
WII,ADVENTURE,Majesco,Mistic Studios,7.5,0.07,0.06,,,0.0,0.06765864847381481
WIIU,ADVENTURE,Mojang,Telltale Games,7.5,0.07,0.04,,0.03,0.01,0.06765864847381481
PS2,ADVENTURE,Aria,ARIA,7.5,0.07,,0.07,,,0.06765864847381481
DS,ADVENTURE,City Interactive,City Interactive,7.5,0.07,0.05,,0.01,0.0,0.06765864847381481
PSV,MUSIC,Sega,Sega,7.5,0.07,,0.07,,,0.06765864847381481
PS,ADVENTURE,Konami,Tenky,7.5,0.07,,0.06,,0.0,0.06765864847381481
PS2,ADVENTURE,Konami,Sony Computer Entertainment,7.5,0.07,0.03,,0.03,0.01,0.06765864847381481
DS,ADVENTURE,Ubisoft,Magic Pockets,7.5,0.07,0.06,,0.0,0.01,0.06765864847381481
PS3,ADVENTURE,Aksys Games,Idea Factory,7.5,0.07,0.03,0.03,,0.01,0.06765864847381481
GEN,ADVENTURE,Sega,Novotrade International,7.5,0.07,,0.07,,,0.06765864847381481
3DS,ADVENTURE,Happinet,Happinet,7.5,0.07,,0.07,,,0.06765864847381481
X360,MUSIC,Ubisoft,Ubisoft San Francisco,7.5,0.07,0.06,,0.01,0.01,0.06765864847381481
PS4,ADVENTURE,Mastiff,"YGGDRAZIL GROUP CO.,LTD",7.5,0.07,0.05,,,0.01,0.06765864847381481
PS4,ADVENTURE,Unbalance,Revolution Software,7.5,0.07,,,0.06,0.01,0.06765864847381481
PS2,ADVENTURE,Alchemist,07th Expansion,7.5,0.07,,0.07,,,0.06765864847381481
WII,ADVENTURE,Kadokawa Shoten,Kadokawa Shoten,7.5,0.07,,0.07,,,0.06765864847381481
PS4,ADVENTURE,PQube,5pb. Inc.,7.5,0.07,,0.07,,,0.06765864847381481
X360,ADVENTURE,Telltale Games,Telltale Games,7.5,0.07,0.02,,0.05,0.01,0.06765864847381481
PS2,ADVENTURE,KOEI,Koei,7.5,0.07,,0.07,,,0.06765864847381481
PS2,ADVENTURE,Sony Computer Entertainment,Alfa System,7.5,0.07,,0.07,,,0.06765864847381481
GBA,ADVENTURE,THQ,Independent Arts,7.5,0.07,0.05,,0.02,0.0,0.06765864847381481
DS,ADVENTURE,City Interactive,City Interactive,7.5,0.07,0.03,,0.04,0.01,0.06765864847381481
DS,ADVENTURE,Idea Factory,Idea Factory,7.5,0.07,,0.07,,,0.06765864847381481
DS,ADVENTURE,KOEI,Cing,6.0,0.07,0.07,0.0,,0.01,0.06765864847381481
PS2,ADVENTURE,Sammy Corporation,Polygon Magic,7.5,0.07,0.03,,0.03,0.01,0.06765864847381481
PS4,ADVENTURE,Nordic Games,KING Art Games,7.5,0.07,,,0.06,0.01,0.06765864847381481
PS4,ADVENTURE,Warner Bros. Interactive Entertainment,Telltale Games,7.5,0.07,0.06,,,0.01,0.06765864847381481
WII,MUSIC,Majesco Entertainment,Zoe Mode,7.5,0.07,,,0.06,0.0,0.06765864847381481
PS3,MUSIC,Activision,Zoe Mode,7.5,0.07,0.06,,,0.01,0.06765864847381481
DS,ADVENTURE,D3 Publisher,D3 Publisher,7.5,0.07,,0.07,,,0.06765864847381481
DS,ADVENTURE,THQ,Smack Down Productions SARL,7.5,0.07,0.07,,,0.01,0.06765864847381481
XB,ADVENTURE,Codemasters,Free Radical Design,7.8,0.07,0.05,,0.02,0.0,0.06765864847381481
PS,ADVENTURE,Pioneer LDC,Pioneer LDC,7.5,0.07,,0.07,,0.0,0.06765864847381481
X360,MUSIC,Ubisoft,Ubisoft Paris,7.5,0.07,0.05,,0.01,0.01,0.06765864847381481
PS3,MUSIC,Ubisoft,Ubisoft Paris,7.5,0.07,0.02,,0.03,0.01,0.06765864847381481
DS,ADVENTURE,Eidos Interactive,Crystal Dynamics,6.5,0.07,0.04,,0.02,0.01,0.06765864847381481
DS,ADVENTURE,Alchemist,Alchemist,7.5,0.07,,0.07,,,0.06765864847381481
XONE,ADVENTURE,Gearbox Software,Unknown Worlds Entertainment,7.5,0.07,0.06,,,0.01,0.06765864847381481
PSP,ADVENTURE,Idea Factory,Idea Factory,7.5,0.07,,0.07,,,0.06765864847381481
WII,ADVENTURE,The Adventure Company,AWE Games,7.5,0.07,0.06,,0.01,0.01,0.06765864847381481
PS,ADVENTURE,Psygnosis,Alfa System,7.5,0.07,,0.07,,0.0,0.06765864847381481
PSP,ADVENTURE,Sony Computer Entertainment,Millennium Kitchen,7.5,0.07,,0.07,,,0.06765864847381481
WII,ADVENTURE,Natsume,Natsume,7.5,0.07,0.07,,,0.01,0.06765864847381481
SAT,ADVENTURE,Warp,Warp,7.5,0.07,,0.07,,0.0,0.06765864847381481
XONE,ADVENTURE,Telltale Games,Telltale Games,7.5,0.07,0.06,,0.01,0.01,0.06765864847381481
XB,ADVENTURE,The Adventure Company,Microids,7.5,0.07,0.05,,0.02,0.0,0.06765864847381481
3DS,ADVENTURE,Namco Bandai Games,Bandai Namco Games,7.5,0.07,,0.07,,,0.06765864847381481
GC,ADVENTURE,Ubisoft,Ubisoft Montpellier,7.5,0.07,0.06,,0.01,0.0,0.06765864847381481
DS,ADVENTURE,Ubisoft,Powerhead Games,7.5,0.07,0.05,,0.01,0.01,0.06765864847381481
DS,ADVENTURE,Namco Bandai,Bandai Namco Games,7.5,0.07,,0.07,,,0.06765864847381481
PSV,VISUAL NOVEL,PQube,5pb. Inc.,7.5,0.07,,0.07,0.0,0.0,0.06765864847381481
PS4,VISUAL NOVEL,NIS America,Grasshopper Manufacture,7.5,0.07,0.05,0.01,,0.01,0.06765864847381481
PSP,VISUAL NOVEL,Namco Bandai Games,Banpresto,7.5,0.07,,0.07,,,0.06765864847381481
PSP,VISUAL NOVEL,Konami Digital Entertainment,Konami,7.5,0.07,,0.07,,,0.06765864847381481
PS2,VISUAL NOVEL,5pb,HuneX,7.5,0.07,,0.07,,,0.06765864847381481
PS3,VISUAL NOVEL,Aksys Games,Toybox Games,7.5,0.07,0.03,0.02,0.0,0.01,0.06765864847381481
PSP,FIGHTING,Konami,Konami,7.5,0.07,,0.07,,,0.06765864847381481
GC,FIGHTING,NewKidCo,VIS Entertainment,7.5,0.07,0.05,,0.01,0.0,0.06765864847381481
PC,FIGHTING,Capcom,Capcom,7.5,0.07,0.0,,0.06,0.0,0.06765864847381481
NS,FIGHTING,Arc System Works,Arc System Works,8.0,0.07,0.04,0.01,0.01,0.01,0.06765864847381481
PS2,ACTION,Konami,Konami,7.5,0.07,0.03,,0.03,0.01,0.06765864847381481
GBA,FIGHTING,Acclaim Entertainment,Powerhead Games,7.5,0.07,0.05,,0.02,0.0,0.06765864847381481
PS2,FIGHTING,SNK Playmore,SNK Playmore Corporation,7.5,0.07,0.03,,0.03,0.01,0.06765864847381481
N64,FIGHTING,Banpresto,Vertex,7.5,0.07,,0.04,,0.03,0.06765864847381481
NES,FIGHTING,Konami,Konami,7.5,0.07,0.04,0.02,0.01,,0.06765864847381481
PS3,FIGHTING,Crave Entertainment,Papaya Studios,7.5,0.07,0.06,,,0.01,0.06765864847381481
XONE,FIGHTING,Capcom,Capcom,7.5,0.07,0.05,,0.01,0.01,0.06765864847381481
X360,FIGHTING,Namco Bandai Games,ArtDink,7.5,0.07,0.01,0.0,0.05,0.0,0.06765864847381481
X360,FIGHTING,Capcom,Capcom,8.3,0.07,,0.04,0.03,0.0,0.06765864847381481
WII,FIGHTING,Takara Tomy,8ing/Raizing,7.5,0.07,,0.07,,,0.06765864847381481
PS,FIGHTING,Agetec,A1 Games,5.9,0.07,0.04,,0.03,0.0,0.06765864847381481
DS,MISC,Ubisoft,Ubisoft,7.5,0.07,0.07,,,0.01,0.06765864847381481
X360,MISC,Namco Bandai,Bandai Namco Games,7.5,0.07,,0.07,,,0.06765864847381481
DS,MISC,DreamCatcher Interactive,DreamCatcher Interactive,7.5,0.07,0.07,,,0.01,0.06765864847381481
3DS,MISC,Namco Bandai Games,Bandai Namco Games,7.5,0.07,,0.07,,,0.06765864847381481
GBA,MISC,DSI Games,DSI Games,7.5,0.07,0.05,,0.02,0.0,0.06765864847381481
PS3,MISC,MTV Games,Harmonix Music Systems,7.5,0.07,0.07,,,0.01,0.06765864847381481
SNES,MISC,Nippon Telenet,Nippon Telenet,7.5,0.07,,0.07,,,0.06765864847381481
DS,MISC,GameMill,1st Playable,7.5,0.07,0.07,,,0.01,0.06765864847381481
3DS,MISC,Namco Bandai Games,Bandai Namco Games,7.5,0.07,,0.07,,,0.06765864847381481
X360,MISC,MTV Games,Harmonix Music Systems,7.5,0.07,0.07,,,0.01,0.06765864847381481
GC,MISC,Midway Games,Digital Eclipse,6.1,0.07,0.05,,0.01,0.0,0.06765864847381481
PSP,MISC,Valcon Games,Jack of All Games,7.5,0.07,0.06,,0.0,0.01,0.06765864847381481
DS,MISC,Konami,Konami,7.5,0.07,,0.07,,,0.06765864847381481
DS,ACTION,Conspiracy Entertainment,Tri Synergy,7.5,0.07,0.04,,0.03,0.01,0.06765864847381481
3DS,ACTION,Nippon Columbia,Nippon Columbia,7.5,0.07,,0.07,,,0.06765864847381481
WII,ACTION,Activision,Artificial Mind and Movement,7.5,0.07,0.07,,0.0,0.01,0.06765864847381481
WII,ACTION,D3Publisher,Torus Games Pty. Ltd.,7.5,0.07,0.01,,0.06,0.0,0.06765864847381481
PS3,ACTION,Konami,Unknown,7.5,0.07,,0.07,,,0.06765864847381481
X360,ACTION,Warner Bros. Interactive,Krome Studios,7.5,0.07,0.06,,0.01,0.01,0.06765864847381481
PS4,ACTION,Capcom,Capcom,7.5,0.07,0.05,0.01,,0.01,0.06765864847381481
DS,FIGHTING,Takara Tomy,Takara Tomy,7.5,0.06,,0.06,,,0.05826890812397577
PS2,MISC,Capcom,Sony Computer Entertainment,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
DS,MISC,Nintendo,Nintendo,7.5,0.06,,0.06,,,0.05826890812397577
N64,MISC,Titus,Titus Software,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
3DS,MISC,Namco Bandai Games,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
DS,MISC,City Interactive,City Interactive,7.5,0.06,0.06,,,0.0,0.05826890812397577
DS,MISC,Rocket Company,Rocket Company,7.5,0.06,,0.06,,,0.05826890812397577
DS,MISC,TDK Core,TDK Core,7.5,0.06,,0.06,,,0.05826890812397577
PC,MISC,Electronic Arts,EA Bright Light,6.0,0.06,0.04,,0.01,0.0,0.05826890812397577
XONE,MISC,Ubisoft,Ubisoft,7.5,0.06,0.05,,,0.01,0.05826890812397577
DS,MISC,Activision,Farmind Ltd,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
DS,MISC,UFO Interactive,Starfish Inc.,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
WII,MISC,Zoo Games,Zoo Games,7.5,0.06,0.06,,,0.0,0.05826890812397577
PS2,FIGHTING,Ecole,Ecole Software,7.5,0.06,,0.06,,,0.05826890812397577
PSP,FIGHTING,Namco Bandai Games,Eighting,7.5,0.06,,0.06,,,0.05826890812397577
PSP,FIGHTING,Namco Bandai Games,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
WII,FIGHTING,DSI Games,Nikitova Games,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
PS2,FIGHTING,Aksys Games,Arc System Works,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
GC,FIGHTING,Namco Bandai,Ganbarion,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
WII,FIGHTING,Takara Tomy,Eighting,7.5,0.06,,0.06,,,0.05826890812397577
PS3,FIGHTING,Sega,Sammy Studios,7.5,0.06,,0.06,,,0.05826890812397577
PS,FIGHTING,Time Warner Interactive,Zoom Inc.,7.5,0.06,0.03,,0.02,0.0,0.05826890812397577
SAT,FIGHTING,Capcom,Capcom,7.5,0.06,,0.06,,0.0,0.05826890812397577
PSP,MISC,Namco Bandai Games,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
DS,MISC,Namco Bandai,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
XONE,MISC,Atari,Atari,7.5,0.06,0.05,,,0.01,0.05826890812397577
PSV,MISC,Idea Factory,Compile Heart,7.5,0.06,,0.06,,,0.05826890812397577
3DS,MISC,Namco Bandai Games,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
XB,MISC,2K Sports,2K Sports,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
SNES,MISC,Imax,I'Max,7.5,0.06,,0.06,,0.0,0.05826890812397577
PSP,MISC,Konami,Konami,7.5,0.06,,0.06,,,0.05826890812397577
PS3,ADVENTURE,Sony Computer Entertainment,Bluepoint Games,7.5,0.06,,0.06,,,0.05826890812397577
PS2,ADVENTURE,Kadokawa Shoten,Circus,7.5,0.06,,0.06,,,0.05826890812397577
PSP,MISC,Daito,Daito,7.5,0.06,,0.06,,,0.05826890812397577
PS2,MISC,TDK Mediactive,Mass Media,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
PSP,MISC,D3 Publisher,Bisty,7.5,0.06,,0.06,,,0.05826890812397577
PS2,MISC,Konami,Konami Computer Entertainment Japan,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
PS4,MISC,NIS America,Arc System Works,7.5,0.06,0.05,0.0,,0.01,0.05826890812397577
XONE,MISC,Atari,Atari,7.5,0.06,0.06,,,0.01,0.05826890812397577
3DO,ADVENTURE,Konami,Konami,7.5,0.06,,0.06,,,0.05826890812397577
PS4,ADVENTURE,Maximum Games,Bigben Interactive,7.5,0.06,0.05,,,0.01,0.05826890812397577
WII,ADVENTURE,Hudson Soft,Hudson Soft,7.0,0.06,0.05,,,0.0,0.05826890812397577
XB,ADVENTURE,Ubisoft,Presto Studios,7.5,0.06,0.04,,0.01,0.0,0.05826890812397577
PSP,ADVENTURE,D3 Publisher,HuneX,7.5,0.06,,0.06,,,0.05826890812397577
DS,ADVENTURE,Konami,Climax Group,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
DS,ADVENTURE,Konami,Konami,7.5,0.06,0.03,,0.02,0.0,0.05826890812397577
DS,ADVENTURE,Midway Games,Sensory Sweep,7.5,0.06,0.06,,,0.0,0.05826890812397577
X360,ADVENTURE,Activision,LucasArts,7.5,0.06,,,0.05,0.01,0.05826890812397577
PS4,ADVENTURE,Activision,The Odd Gentlemen,7.5,0.06,0.05,,,0.01,0.05826890812397577
PS,ADVENTURE,Crave Entertainment,Revolution Software,7.3,0.06,0.03,,0.02,0.0,0.05826890812397577
SAT,ADVENTURE,Acclaim Entertainment,SunSoft,7.5,0.06,,0.06,,0.0,0.05826890812397577
PSP,ADVENTURE,Kadokawa Shoten,Kadokawa Shoten,7.5,0.06,,0.06,,,0.05826890812397577
PS2,ADVENTURE,KOEI,Koei/Inis,7.5,0.06,,0.06,,,0.05826890812397577
PS2,ADVENTURE,Enterbrain,Enterbrain,7.5,0.06,,0.06,,,0.05826890812397577
PS4,ADVENTURE,Telltale Games,Telltale Games,7.5,0.06,0.05,,,0.01,0.05826890812397577
DS,ADVENTURE,Ubisoft,Guillemot Inc,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
DS,ADVENTURE,Namco Bandai,Namco Bandai Games,7.5,0.06,,0.06,,,0.05826890812397577
DS,ADVENTURE,Gamecock,"Crackpot Entertainment / Creat Studios, Inc.",7.5,0.06,0.06,,,0.01,0.05826890812397577
PS4,STRATEGY,Sold Out,Mothership Entertainment,7.5,0.06,0.04,,0.01,0.01,0.05826890812397577
PSV,STRATEGY,Tecmo Koei,Koei Tecmo Games,7.5,0.06,,0.06,,,0.05826890812397577
PS2,STRATEGY,Midas Interactive Entertainment,ArtDink,7.5,0.06,,0.06,,,0.05826890812397577
PC,STRATEGY,Kalypso Media,Gaming Minds Studios,7.5,0.06,,,0.05,0.0,0.05826890812397577
GC,STRATEGY,Sega,Hitmaker,7.1,0.06,0.04,,0.01,0.0,0.05826890812397577
PS,RACING,Acclaim Entertainment,Funcom,7.5,0.06,0.03,,0.02,0.0,0.05826890812397577
PS3,RACING,Milestone S.r.l.,Milestone S.r.l.,7.5,0.06,,0.01,0.03,0.01,0.05826890812397577
PS4,RACING,Bigben Interactive,Kylotonn Entertainment,7.5,0.06,,,0.05,0.01,0.05826890812397577
PS2,RACING,Atari,Eden Studios,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
DC,RACING,Infogrames,Team Land Ho!,5.8,0.06,,0.06,,0.0,0.05826890812397577
X360,RACING,Black Bean Games,Milestone S.r.l,7.5,0.06,,,0.05,0.01,0.05826890812397577
DC,ADVENTURE,NEC Interchannel,Key,7.5,0.06,,0.06,,,0.05826890812397577
DS,ADVENTURE,Marvelous Interactive,Marvelous Interactive,7.5,0.06,,0.06,,,0.05826890812397577
PS4,ACTION,Bandai Namco Games,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
PS2,ACTION,Sega,Adrenium,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
XB,ACTION,THQ,Bits Studios,7.5,0.06,0.04,,0.01,0.0,0.05826890812397577
PS4,ACTION,GameMill Entertainment,Magic Pockets,1.5,0.06,0.05,,,0.01,0.05826890812397577
GC,ACTION,Ubisoft,Ubisoft Montreal,5.6,0.06,0.04,,0.01,0.0,0.05826890812397577
3DS,ACTION,Little Orbit,Torus Games,7.5,0.06,,,0.05,0.0,0.05826890812397577
GC,PUZZLE,Ubisoft,Team17 Software,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
PC,MMO,Square Enix,Square Enix,7.5,0.06,0.04,,0.02,0.01,0.05826890812397577
PSP,ACTION,NIS America,Nippon Ichi Software,7.5,0.06,0.06,,,,0.05826890812397577
PSV,ACTION,Tecmo Koei,Omega Force,7.5,0.06,,0.06,,,0.05826890812397577
DS,ACTION,DreamCatcher Interactive,Morgen Studios,7.5,0.06,0.04,,0.01,0.0,0.05826890812397577
PSP,ACTION,Konami,BottleRocket Entertainment,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
GBA,ACTION,D3 Publisher,Altron,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
PSP,ACTION,Ignition Entertainment,Ignition Banbury,7.5,0.06,0.05,,0.0,0.01,0.05826890812397577
XONE,ACTION,Focus Home Interactive,Cyanide Studio,7.5,0.06,0.05,,,0.01,0.05826890812397577
X360,ACTION,Tecmo Koei,Tecmo Koei Canada,7.5,0.06,,0.01,0.04,0.0,0.05826890812397577
WII,PUZZLE,O-Games,O Games,7.5,0.06,0.0,,0.05,0.0,0.05826890812397577
DS,PUZZLE,Eidos Interactive,Zoonami Ltd.,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
GBA,PUZZLE,Majesco,Radius9,7.5,0.06,0.04,,0.01,0.0,0.05826890812397577
WII,PUZZLE,SouthPeak Interactive,SpiderMonk,7.5,0.06,0.05,,,0.0,0.05826890812397577
DS,PUZZLE,Unknown,Avanquest Software,7.5,0.06,,,0.05,0.01,0.05826890812397577
PS,PUZZLE,Psygnosis,Clockwork Games,7.0,0.06,0.03,,0.02,0.0,0.05826890812397577
WII,PUZZLE,Xseed Games,PROPE,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
DS,PUZZLE,Namco,Namco,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
DS,ACTION,UFO Interactive,Starfish SD,7.5,0.06,0.06,,,0.0,0.05826890812397577
PSV,ACTION,Marvel Entertainment,Xseed Games,7.5,0.06,,0.06,,,0.05826890812397577
NS,ACTION,Nicalis,Ludosity AB,7.5,0.06,0.06,,,0.01,0.05826890812397577
3DS,ACTION,KOEI,Koei,7.5,0.06,,0.06,,,0.05826890812397577
PS4,ACTION,Bandai Namco Games,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
GC,ACTION,TDK Mediactive,TDK Mediactive,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
X360,ACTION,Activision,Virtuos,7.5,0.06,0.05,,0.01,0.01,0.05826890812397577
PSV,ACTION,Namco Bandai Games,Unknown,7.5,0.06,,0.06,,,0.05826890812397577
XB,ACTION,Gotham Games,Pivotal Games,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
XONE,ACTION,GameMill Entertainment,Magic Pockets,7.5,0.06,0.05,,0.01,0.01,0.05826890812397577
GBA,ACTION,Ubisoft,Ubisoft,7.5,0.06,0.05,,0.02,0.0,0.05826890812397577
PS2,ACTION,KOEI,Koei,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
PS2,ACTION,Namco Bandai,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
NS,ACTION,Bandai Namco Entertainment,Omega Force,8.5,0.06,,0.05,0.01,0.0,0.05826890812397577
GC,ACTION,Capcom,Clover Studio,6.2,0.06,0.04,,0.01,0.0,0.05826890812397577
PS4,ACTION,THQ Nordic,Digital Reality,7.5,0.06,0.03,,0.01,0.01,0.05826890812397577
3DS,STRATEGY,FuRyu Corporation,FuRyu,7.5,0.06,,0.06,,,0.05826890812397577
PC,STRATEGY,Microsoft Game Studios,Blue Fang Games,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
PC,STRATEGY,1C Company,Digitalmindsoft,8.0,0.06,0.01,,0.04,0.01,0.05826890812397577
PC,STRATEGY,Electronic Arts,Bullfrog Productions,7.5,0.06,0.0,,0.05,0.01,0.05826890812397577
PS2,ACTION,Warner Bros. Interactive,TT Fusion,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
GBA,ACTION,Majesco,Cave Barn Studios,5.8,0.06,0.04,,0.01,0.0,0.05826890812397577
PC,ACTION,Electronic Arts,KnowWonder,7.5,0.06,0.01,,0.04,0.01,0.05826890812397577
NS,ACTION,Nicalis,Unknown,7.5,0.06,0.05,,,0.01,0.05826890812397577
XB,RACING,Bethesda Softworks,Bethesda Softworks,7.5,0.06,0.04,,0.01,0.0,0.05826890812397577
GBA,RACING,Crave Entertainment,David A. Palmer Productions,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
X360,RACING,Activision,Activision,7.5,0.06,0.05,,0.01,0.01,0.05826890812397577
XONE,RACING,THQ Nordic,Rainbow Studios,7.5,0.06,0.05,,,0.01,0.05826890812397577
SAT,RACING,Natsume,Genki,7.5,0.06,,0.06,,,0.05826890812397577
WII,RACING,Conspiracy Entertainment,Neko Entertainment,7.5,0.06,0.06,,,0.0,0.05826890812397577
WII,RACING,Storm City Games,Storm City Games,7.5,0.06,0.06,,,0.0,0.05826890812397577
PS4,RACING,THQ Nordic,Rainbow Studios,7.5,0.06,0.05,,,0.01,0.05826890812397577
PS3,RACING,Evolved Games,Zoo Games,7.5,0.06,0.05,,,0.01,0.05826890812397577
PC,RACING,Codemasters,Codemasters Birmingham,7.5,0.06,,,0.06,0.0,0.05826890812397577
X360,RACING,Capcom,Monumental Games,6.0,0.06,,,0.05,0.01,0.05826890812397577
N64,RACING,THQ,Locomotive Games,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
N64,RACING,Vatical Entertainment,Vicarious Visions,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
N64,RACING,Ubisoft,Vivid Image,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
XB,RACING,Activision,Invictus Games Ltd,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
WII,RACING,Zoo Games,Team6 Game Studio,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
PC,STRATEGY,Microsoft Game Studios,Big Huge Games,7.5,0.06,0.0,,0.05,0.01,0.05826890812397577
PC,STRATEGY,Focus Home Interactive,Monte Cristo Multimedia,6.0,0.06,0.01,,0.05,0.01,0.05826890812397577
DS,STRATEGY,Conspiracy Entertainment,Sproing,7.5,0.06,0.06,,,0.0,0.05826890812397577
PS4,STRATEGY,Tecmo Koei,Koei Tecmo Games,7.5,0.06,,0.06,,,0.05826890812397577
DS,STRATEGY,THQ,RedLynx,7.5,0.06,0.05,,0.01,0.01,0.05826890812397577
XONE,STRATEGY,Sold Out,Mothership Entertainment,7.5,0.06,0.06,,,0.01,0.05826890812397577
PS,RACING,Crave Entertainment,VCC Entertainment,7.5,0.06,0.03,,0.02,0.0,0.05826890812397577
GBA,RACING,"Destination Software, Inc",Visual Impact,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
NES,PUZZLE,HAL Laboratory,HAL Laboratory,7.5,0.06,0.06,,,,0.05826890812397577
3DS,STRATEGY,Namco Bandai,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
X360,RACING,Nordic Games,Rainbow Studios,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
PS2,RACING,Game Factory,Creat Studio,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
