console,genre,publisher,developer,critic_score,total_sales,na_sales,jp_sales,pal_sales,other_sales,log_sales
GBA,RACING,THQ,Visual Impact,7.5,0.06,0.04,,0.01,0.0,0.05826890812397577
PS,RACING,Takara,Takara,7.5,0.06,,0.05,,0.0,0.05826890812397577
DS,STRATEGY,Ubisoft,Ubisoft,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
XB,STRATEGY,Sega,Team17 Software,7.5,0.06,0.04,,0.01,0.0,0.05826890812397577
PS3,ACTION,Tecmo Koei,Koei Tecmo Games,7.5,0.06,,0.06,,,0.05826890812397577
PS4,ACTION,Ready at Dawn,Ready at Dawn,7.5,0.06,0.05,,,0.01,0.05826890812397577
DS,ACTION,SouthPeak Interactive,RED Entertainment,7.5,0.06,0.05,,,0.01,0.05826890812397577
3DS,ACTION,Namco Bandai Games,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
PSV,ACTION,Aksys Games,"Chunsoft Co., Ltd.",7.5,0.06,0.01,0.04,,0.01,0.05826890812397577
N64,ACTION,Bandai,Bandai,5.6,0.06,,0.06,,0.0,0.05826890812397577
PC,ACTION,Electronic Arts,Pandemic Studios,7.1,0.06,,,0.05,0.01,0.05826890812397577
PSV,ACTION,PQube,Inti Creates,7.5,0.06,,0.01,0.03,0.01,0.05826890812397577
WII,ACTION,SouthPeak Interactive,Collision Studios,4.7,0.06,0.05,,0.0,0.0,0.05826890812397577
PS,ACTION,Konami,Konami,7.5,0.06,0.03,,0.02,0.0,0.05826890812397577
XONE,ACTION,Capcom,Clover Studio,7.5,0.06,0.05,,,0.01,0.05826890812397577
PS3,ACTION,Ignition Entertainment,Artoon,3.5,0.06,0.05,0.0,0.0,0.01,0.05826890812397577
DS,ACTION,Konami,Konami,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
X360,ACTION,Brash Entertainment,RedTribe Studios,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
GC,ACTION,Capcom,Capcom,5.6,0.06,0.05,,0.01,0.0,0.05826890812397577
PS2,ACTION,Tecmo,Paon Corporation,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
GBA,ACTION,Capcom,Capcom,5.6,0.06,0.05,,0.02,0.0,0.05826890812397577
PSP,ACTION,Marvelous Interactive,Marvelous Interactive,7.5,0.06,,0.06,,,0.05826890812397577
DS,ACTION,Namco Bandai,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
PSP,ACTION,Falcom Corporation,Nihon Falcom Corporation,7.5,0.06,,0.06,,,0.05826890812397577
X360,ACTION,SouthPeak Interactive,Collision Studios,4.4,0.06,0.05,,0.01,0.0,0.05826890812397577
DS,ACTION,Namco Bandai,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
PS,ACTION,Sony Computer Entertainment,Psygnosis,7.5,0.06,0.03,,0.02,0.0,0.05826890812397577
NS,ACTION,Nighthawk Interactive,Inti Creates,7.5,0.06,0.03,0.01,0.01,0.0,0.05826890812397577
WII,ACTION,Conspiracy Entertainment,Conspiracy Entertainment Corporation,7.5,0.06,0.06,,,0.0,0.05826890812397577
PSP,ACTION,Namco Bandai,Bec,7.5,0.06,,0.06,,,0.05826890812397577
GBA,ACTION,Nintendo,Nintendo,7.5,0.06,,0.06,,0.0,0.05826890812397577
DS,ACTION,Namco Bandai,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
XB,ACTION,Tecmo,Tecmo,7.9,0.06,0.04,,0.01,0.0,0.05826890812397577
GB,ACTION,Konami,Konami,7.5,0.06,,0.06,,,0.05826890812397577
DS,ACTION,Activision,Other Ocean Interactive,2.0,0.06,0.05,,0.01,0.0,0.05826890812397577
NS,ACTION,Tecmo Koei,Gust,7.5,0.06,0.02,0.01,0.02,0.0,0.05826890812397577
DS,ROLE-PLAYING,Game Factory,Mystic Software,7.5,0.06,0.06,,,0.0,0.05826890812397577
PS2,ROLE-PLAYING,NIS America,Gust,6.8,0.06,0.03,,0.02,0.01,0.05826890812397577
DS,ROLE-PLAYING,Aksys Games,Sonic Powered,7.3,0.06,0.06,,,0.0,0.05826890812397577
XONE,ROLE-PLAYING,Deep Silver,InXile Entertainment,7.5,0.06,0.05,,0.01,0.01,0.05826890812397577
PSV,ROLE-PLAYING,Idea Factory,Compile Heart,7.5,0.06,0.02,0.02,0.01,0.01,0.05826890812397577
3DS,ROLE-PLAYING,Namco Bandai Games,Inti Creates,7.5,0.06,,0.06,,,0.05826890812397577
PSP,ROLE-PLAYING,KOEI,Koei,7.5,0.06,,0.06,,,0.05826890812397577
PS4,ROLE-PLAYING,THQ Nordic,Airship Syndicate,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
PSV,ROLE-PLAYING,NIS America,Experience Inc.,7.5,0.06,0.04,,0.01,0.02,0.05826890812397577
DS,ROLE-PLAYING,Capcom,Capcom,7.5,0.06,0.06,,,,0.05826890812397577
PS4,ROLE-PLAYING,Namco Bandai Games,Namco Bandai Games,7.5,0.06,,0.06,,,0.05826890812397577
DS,ROLE-PLAYING,Bandai,Flight-Plan,7.5,0.06,,0.06,,,0.05826890812397577
PSP,ROLE-PLAYING,UFO Interactive,Goshow,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
PSV,ROLE-PLAYING,D3Publisher,Matrix Software,7.5,0.06,,0.06,,,0.05826890812397577
3DS,ROLE-PLAYING,Xseed Games,Marvelous,7.0,0.06,,0.06,,,0.05826890812397577
PSV,ROLE-PLAYING,Gust,Gust,7.5,0.06,,0.06,,,0.05826890812397577
3DS,ACTION,Alchemist,Alchemist,7.5,0.06,,0.06,,,0.05826890812397577
XB,ACTION,Ubisoft,Darkworks,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
3DS,ACTION,GameMill Entertainment,Magic Pockets,3.5,0.06,0.04,,0.01,0.01,0.05826890812397577
PS2,ACTION,Namco Bandai,Yuke's Future Media Creators,7.5,0.06,,0.06,,,0.05826890812397577
WII,ROLE-PLAYING,Sega,Totally Games,5.2,0.06,0.05,,0.0,0.0,0.05826890812397577
PC,ROLE-PLAYING,Sony Online Entertainment,Sony Online Entertainment,7.5,0.06,0.06,,,0.01,0.05826890812397577
PS4,ROLE-PLAYING,Tecmo Koei,Gust,7.5,0.06,0.03,0.03,,0.01,0.05826890812397577
PSP,ROLE-PLAYING,Atlus,"IronNos Co., Ltd.",7.3,0.06,0.06,,,0.0,0.05826890812397577
DS,SIMULATION,505 Games,Gaijin Entertainment,5.0,0.06,0.06,,0.0,0.0,0.05826890812397577
GBA,SIMULATION,Electronic Arts,BudCat Creations,6.8,0.06,0.05,,0.02,0.0,0.05826890812397577
PS2,SIMULATION,Konami,Konami,7.5,0.06,,0.06,,,0.05826890812397577
DS,SIMULATION,Taito,Taito Corporation,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
PC,SIMULATION,Electronic Arts,Maxis,7.5,0.06,,,0.06,0.0,0.05826890812397577
XB,ACTION,Crave Entertainment,Light Weight,1.0,0.06,0.05,,0.01,0.0,0.05826890812397577
X360,ACTION,Tecmo Koei,Koei,7.5,0.06,0.03,0.02,0.01,0.0,0.05826890812397577
GC,ACTION,Ubisoft,Ubisoft Montreal,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
GC,ROLE-PLAYING,Activision,From Software,6.6,0.06,0.04,,0.01,0.0,0.05826890812397577
PSP,ROLE-PLAYING,Nippon Ichi Software,Hit Maker,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
DS,ROLE-PLAYING,Tecmo,Tecmo,7.5,0.06,,0.06,,,0.05826890812397577
PSV,ROLE-PLAYING,Namco Bandai Games,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
PSP,ROLE-PLAYING,Namco Bandai Games,Namco Bandai Games,7.5,0.06,,0.06,,,0.05826890812397577
DS,ROLE-PLAYING,Marvelous Interactive,Marvelous Interactive,7.5,0.06,,0.06,,,0.05826890812397577
DS,ROLE-PLAYING,Square Enix,High Horse Entertainment,7.5,0.06,,0.06,,,0.05826890812397577
PC,ROLE-PLAYING,CDV Software Entertainment,Ascaron Entertainment,7.5,0.06,,,0.05,0.01,0.05826890812397577
PSP,ROLE-PLAYING,Activision,Nihon Falcom Corporation,7.5,0.06,,0.06,,,0.05826890812397577
DS,ROLE-PLAYING,Atlus,Ninja Studio,6.9,0.06,0.05,,,0.0,0.05826890812397577
PSP,ROLE-PLAYING,Atlus,Atlus Co.,7.5,0.06,,0.06,,,0.05826890812397577
GBA,ROLE-PLAYING,Konami,WinkySoft,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
PSP,ROLE-PLAYING,Konami,Nude Maker,7.5,0.06,,0.06,,,0.05826890812397577
SCD,ROLE-PLAYING,Sega,Sega,7.5,0.06,,0.06,,0.0,0.05826890812397577
3DS,ROLE-PLAYING,Atlus,Atlus,7.5,0.06,,0.06,,,0.05826890812397577
PS2,ROLE-PLAYING,Atlus,Cattle Call,7.5,0.06,0.02,0.02,0.01,0.0,0.05826890812397577
PSV,ROLE-PLAYING,Nihon Falcom Corporation,Nihon Falcom Corporation,7.5,0.06,,0.06,,,0.05826890812397577
PS2,ROLE-PLAYING,KOEI,Koei,7.5,0.06,,0.06,,,0.05826890812397577
PS2,ROLE-PLAYING,Sunrise Interactive,Atelier-Sai,7.5,0.06,,0.06,,,0.05826890812397577
PS4,ROLE-PLAYING,Aksys Games,tri-Ace,7.5,0.06,0.02,0.03,,0.0,0.05826890812397577
PSP,ROLE-PLAYING,NIS America,Neverland,5.9,0.06,0.05,,0.0,0.0,0.05826890812397577
NS,ROLE-PLAYING,505 Games,Keen Games,7.5,0.06,0.02,0.01,0.02,0.0,0.05826890812397577
3DS,ROLE-PLAYING,Acquire,ZeroDiv,7.5,0.06,,0.06,,,0.05826890812397577
DS,ROLE-PLAYING,Hudson Entertainment,Hudson Soft,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
PSP,ROLE-PLAYING,Atlus,Career Soft,7.5,0.06,,0.06,,,0.05826890812397577
PS2,ROLE-PLAYING,Namco,Cattle Call,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
NS,ROLE-PLAYING,Wired Productions,Haemimont Games,7.5,0.06,0.06,,,0.01,0.05826890812397577
PSP,ROLE-PLAYING,Falcom Corporation,Nihon Falcom Corporation,7.5,0.06,,0.06,,,0.05826890812397577
PSV,ROLE-PLAYING,Square Enix,Media.Vision,7.5,0.06,,0.06,,,0.05826890812397577
PSV,ROLE-PLAYING,Idea Factory,Compile Heart,7.5,0.06,0.01,0.04,0.0,0.01,0.05826890812397577
PS2,ROLE-PLAYING,Agetec,Runtime,7.0,0.06,0.03,,0.02,0.01,0.05826890812397577
X360,ROLE-PLAYING,Deep Silver,Piranha Bytes,7.5,0.06,0.02,,0.04,0.0,0.05826890812397577
PS2,ACTION,Takara,Shoeisha,7.5,0.06,,0.06,,,0.05826890812397577
GBA,ACTION,Konami,Konami,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
DS,SIMULATION,Destineer,TBA,7.5,0.06,0.06,,,0.0,0.05826890812397577
PS2,SIMULATION,Sega,VIVARIUM Inc.,7.5,0.06,,0.06,,,0.05826890812397577
PC,SIMULATION,Aerosoft,Laminar Research,7.5,0.06,,,0.06,0.0,0.05826890812397577
DS,STRATEGY,Bethesda Softworks,"Quicksilver Software, Inc.",7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
DS,STRATEGY,Deep Silver,Gammick Entertainment,7.5,0.06,0.06,,,0.0,0.05826890812397577
PSV,STRATEGY,Tecmo Koei,Koei,7.5,0.06,,0.06,,,0.05826890812397577
DS,PUZZLE,Ubisoft,TBD,7.5,0.06,,,0.05,0.01,0.05826890812397577
PS4,PUZZLE,Konami Digital Entertainment,HexaDrive,7.5,0.06,0.03,0.03,,0.01,0.05826890812397577
DS,PUZZLE,City Interactive,City Interactive,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
GBA,PUZZLE,Unknown,Eighting,7.5,0.06,,0.06,,0.0,0.05826890812397577
GBA,ACTION,Buena Vista,Digital Eclipse Software,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
PS,ACTION,Acclaim Entertainment,Taito Corporation,7.5,0.06,0.03,,0.02,0.0,0.05826890812397577
PSV,ACTION,Marvelous,Marvelous,7.5,0.06,,0.06,,,0.05826890812397577
DS,ACTION,DreamCatcher Interactive,Firehazard Studio,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
PSP,ROLE-PLAYING,Agetec,G-Artists,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
NS,ROLE-PLAYING,NIS America,Nippon Ichi Software,8.0,0.06,0.03,0.01,0.01,0.0,0.05826890812397577
PSV,ROLE-PLAYING,Nippon Ichi Software,Nippon Ichi Software,7.5,0.06,,0.06,,,0.05826890812397577
PS,PUZZLE,Acclaim Entertainment,Probe Entertainment Ltd.,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
DS,PUZZLE,iWin,iWin,7.5,0.06,,,0.05,0.01,0.05826890812397577
WII,PUZZLE,Conspiracy Entertainment,Compile Heart,6.7,0.06,0.06,,0.0,0.0,0.05826890812397577
GBA,PUZZLE,Empire Interactive,Taito Corporation,5.5,0.06,0.04,,0.02,0.0,0.05826890812397577
DS,PUZZLE,O-Games,Oxygen Interactive,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
PS3,ROLE-PLAYING,Square Enix,tri-Ace,7.5,0.06,,0.06,,,0.05826890812397577
PS2,ROLE-PLAYING,NIS America,Gust,6.6,0.06,0.03,,0.02,0.01,0.05826890812397577
3DS,ROLE-PLAYING,Namco Bandai Games,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
PS4,ROLE-PLAYING,Square Enix,Square Enix,7.5,0.06,,0.06,,,0.05826890812397577
PSP,ROLE-PLAYING,Atlus,FuRyu Corporation,7.5,0.06,,0.06,,,0.05826890812397577
PSV,ROLE-PLAYING,Aquaplus,Aqua Plus,7.5,0.06,,0.06,,,0.05826890812397577
PS4,ROLE-PLAYING,Kalypso Media,Games Farm,7.5,0.06,0.05,,,0.01,0.05826890812397577
3DS,ROLE-PLAYING,Kadokawa Shoten,Cattle Call,7.5,0.06,,0.06,,,0.05826890812397577
DS,PUZZLE,Playlogic Game Factory,WhiteBear Studios,5.0,0.06,0.06,,0.0,0.0,0.05826890812397577
DS,PUZZLE,Konami,Hudson Soft,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
DS,PUZZLE,Mumbo Jumbo,Phenomedia,7.5,0.06,0.05,,,0.0,0.05826890812397577
DS,PUZZLE,Destineer,Anino Entertainment,7.5,0.06,0.06,,,0.0,0.05826890812397577
DS,PUZZLE,Crave Entertainment,Crave Entertainment,7.5,0.06,0.06,,,0.01,0.05826890812397577
WIIU,PLATFORM,Activision,Behaviour Interactive,7.5,0.06,,,0.05,0.0,0.05826890812397577
NS,PARTY,Ubisoft,Ubisoft,7.5,0.06,0.06,,,0.01,0.05826890812397577
NS,PARTY,Planet Entertainment,Solutions 2 Go,7.5,0.06,0.05,,,0.01,0.05826890812397577
DS,SIMULATION,Bold Games,Ertain,7.5,0.06,0.05,,,0.0,0.05826890812397577
X360,SIMULATION,Unknown,Dimps Corporation / Dream Execution,7.5,0.06,,0.06,,,0.05826890812397577
GC,SIMULATION,Nintendo,Konami,7.5,0.06,,0.05,,0.0,0.05826890812397577
DS,SIMULATION,Destineer,Teyon,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
DS,SIMULATION,Konami,Konami,7.5,0.06,,0.06,,,0.05826890812397577
DS,SIMULATION,DreamCatcher Interactive,DreamCatcher Interactive,7.5,0.06,0.06,,,0.0,0.05826890812397577
DS,SIMULATION,Unknown,Sandlot,7.5,0.06,,0.06,,,0.05826890812397577
DS,SIMULATION,Nintendo,Sandlot,7.5,0.06,,0.06,,,0.05826890812397577
PS4,STRATEGY,Koei Tecmo,Koei Tecmo Games,7.5,0.06,0.01,0.05,,0.0,0.05826890812397577
PS3,STRATEGY,Namco Bandai Games,WinkySoft,7.5,0.06,,0.06,,,0.05826890812397577
XB,SIMULATION,Gathering of Developers,Silver Wish Games,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
DS,SIMULATION,DreamCatcher Interactive,ZigZag Island,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
DS,SIMULATION,Creative Core,Creative Core,7.5,0.06,,0.06,,,0.05826890812397577
PSP,SIMULATION,D3 Publisher,DreamXCreate,7.5,0.06,,0.06,,,0.05826890812397577
SAT,SIMULATION,NEC Interchannel,NEC Interchannel,7.5,0.06,,0.06,,,0.05826890812397577
XONE,SIMULATION,GameMill,"Concrete Software, Inc.",7.5,0.06,0.05,,,0.01,0.05826890812397577
WII,STRATEGY,Bandai,Tom Create,7.5,0.06,,0.06,,,0.05826890812397577
PC,STRATEGY,Microsoft Game Studios,Blue Fang Games,7.2,0.06,,,0.05,0.01,0.05826890812397577
PC,STRATEGY,Microsoft Game Studios,Ensemble Studios,8.2,0.06,0.03,,0.02,0.01,0.05826890812397577
PS,STRATEGY,Infogrames,Infogrames Sheffield / Team17 Software,7.5,0.06,0.03,,0.02,0.0,0.05826890812397577
PC,STRATEGY,Microsoft Game Studios,Microsoft Game Studios,7.0,0.06,0.01,,0.04,0.01,0.05826890812397577
DS,STRATEGY,Sega,Flight-Plan,7.5,0.06,,0.06,,,0.05826890812397577
DS,STRATEGY,Namco Bandai,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
PS,STRATEGY,Media Works,MediaWorks,7.5,0.06,,0.06,,0.0,0.05826890812397577
3DS,PLATFORM,Activision,Behaviour Interactive,7.5,0.06,,,0.06,0.0,0.05826890812397577
GBA,PLATFORM,THQ,ART Co.,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
PS2,ACTION,Konami,Konami Computer Entertainment Tokyo,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
WII,ACTION,Eidos Interactive,Spike,7.5,0.06,0.04,0.01,0.01,0.0,0.05826890812397577
XONE,ACTION,Little Orbit,Vicious Cycle,7.5,0.06,0.04,,0.02,0.01,0.05826890812397577
GC,PLATFORM,Acclaim Entertainment,Acclaim Studios Austin,6.4,0.06,0.05,,0.01,0.0,0.05826890812397577
SAT,PLATFORM,Capcom,Capcom,7.5,0.06,,0.06,,,0.05826890812397577
XB,PLATFORM,Eidos Interactive,Crystal Dynamics,7.5,0.06,0.04,,0.01,0.0,0.05826890812397577
DS,PLATFORM,Majesco,DreamRift,7.7,0.06,0.06,,,0.0,0.05826890812397577
WIIU,PLATFORM,WayForward Technologies,Way Forward Technologies,7.5,0.06,0.05,,,0.01,0.05826890812397577
SNES,PLATFORM,Epoch,Agenda,7.5,0.06,,0.06,,0.0,0.05826890812397577
PSP,PLATFORM,System 3 Arcade Software,System 3 Software,7.5,0.06,,,0.04,0.01,0.05826890812397577
SNES,PLATFORM,Konami,Konami,7.5,0.06,,0.06,,0.0,0.05826890812397577
WII,PLATFORM,Majesco,Frozen North Productions,7.5,0.06,0.05,,,0.0,0.05826890812397577
SAT,PLATFORM,Sega,Sonic Team,7.5,0.06,,0.06,,0.0,0.05826890812397577
XB,PLATFORM,Midway Games,Midway,7.5,0.06,0.04,,0.01,0.0,0.05826890812397577
DS,SIMULATION,Ubisoft,1st Playable Productions,7.5,0.06,0.06,,,0.0,0.05826890812397577
3DS,SIMULATION,Warner Bros. Interactive Entertainment,Hellbent Games,7.5,0.06,,,0.06,0.0,0.05826890812397577
DS,SIMULATION,Little Orbit,Little Orbit,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
DS,SIMULATION,KOEI,Koei,7.5,0.06,0.06,,,0.0,0.05826890812397577
DS,SIMULATION,Electronic Arts,EA Japan Studio,7.5,0.06,0.0,0.03,0.03,0.0,0.05826890812397577
PS2,SIMULATION,Taito,Taito Corporation,7.5,0.06,,0.06,,,0.05826890812397577
3DS,PLATFORM,Activision,"Black Lantern Studios, Inc.",7.5,0.06,0.03,,0.03,0.01,0.05826890812397577
XB,PLATFORM,Electronic Arts,Argonaut Games,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
DS,SIMULATION,THQ,Radon Labs GmbH,7.5,0.06,0.05,,,0.0,0.05826890812397577
XB,SIMULATION,Bethesda Softworks,4J Studios,7.5,0.06,0.04,,0.01,0.0,0.05826890812397577
WII,SIMULATION,SouthPeak Interactive,Dorasu,7.5,0.06,0.06,,,0.0,0.05826890812397577
DS,SIMULATION,505 Games,505 Games,7.5,0.06,0.06,,,0.0,0.05826890812397577
GBA,SIMULATION,Konami,Konami,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
SNES,SIMULATION,Pack-In-Video,ArtDink,7.5,0.06,,0.06,,,0.05826890812397577
X360,SIMULATION,Kalypso Media,Haemimont Games,7.5,0.06,0.03,,0.02,0.0,0.05826890812397577
3DS,SIMULATION,Level 5,h.a.n.d. Inc.,7.5,0.06,,0.06,,,0.05826890812397577
PS,SHOOTER,Acclaim Entertainment,Krisalis Software,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
X360,SHOOTER,Cave,Cave,7.5,0.06,0.04,0.01,,0.01,0.05826890812397577
GC,SPORTS,Activision,Treyarch,8.0,0.06,0.05,,0.01,0.0,0.05826890812397577
DS,SPORTS,Aksys Games,Midas Interactive Entertainment,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
N64,SPORTS,THQ,Point of View,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
N64,SPORTS,Electronic Arts,Saffire Corporation,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
N64,SPORTS,GT Interactive,Devil's Thumb Entertainment,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
N64,SPORTS,Midway Games,Treyarch,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
GC,SPORTS,Acclaim Entertainment,"Z-Axis, Ltd.",7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
PC,SPORTS,Konami Digital Entertainment,PES Productions,7.5,0.06,,,0.06,0.0,0.05826890812397577
PS4,SPORTS,Koch Media,EKO Software,7.5,0.06,0.05,,,0.01,0.05826890812397577
PSV,SPORTS,Konami Digital Entertainment,Konami,7.5,0.06,,0.06,,,0.05826890812397577
XB,SPORTS,Acclaim Entertainment,"Z-Axis, Ltd.",9.0,0.06,0.05,,0.01,0.0,0.05826890812397577
PS4,SPORTS,Tecmo Koei,Team Ninja,7.5,0.06,,0.06,,,0.05826890812397577
PC,SHOOTER,Activision,Infinity Ward,7.0,0.06,0.0,,0.05,0.01,0.05826890812397577
PSP,SHOOTER,Konami,Konami,7.5,0.06,0.04,0.02,0.0,0.0,0.05826890812397577
WIIU,PLATFORM,Namco Bandai Games,Monkey Bar Games,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
NS,PLATFORM,Nicalis,Edmund McMillen,7.5,0.06,0.05,,,0.01,0.05826890812397577
3DS,ACTION,Alchemist,Alchemist,7.5,0.06,,0.06,,,0.05826890812397577
DS,ACTION,Activision,n-Space,7.0,0.06,0.05,,0.01,0.0,0.05826890812397577
XB,SPORTS,Ubisoft,Southend Interactive,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
WII,SPORTS,Activision,Magic Wand Productions,7.5,0.06,0.06,,,0.0,0.05826890812397577
GBA,SPORTS,Konami,KCEO,7.5,0.06,0.05,,0.02,0.0,0.05826890812397577
PS4,SPORTS,Maximum Games,HB Studios,7.5,0.06,0.05,,,0.01,0.05826890812397577
DS,PLATFORM,UFO Interactive,Rising Star Games,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
DS,PLATFORM,Brash Entertainment,Red Tribe,7.5,0.06,0.05,,0.0,0.0,0.05826890812397577
DS,PLATFORM,Konami,Konami Computer Entertainment Hawaii,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
GBA,PLATFORM,Ubisoft,Ubisoft,6.2,0.06,0.05,,0.02,0.0,0.05826890812397577
PSP,PLATFORM,Tecmo,Tecmo,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
DS,PLATFORM,505 Games,Sarbakan,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
XONE,PLATFORM,Capcom,Capcom,7.5,0.06,0.06,,,0.01,0.05826890812397577
GBA,PLATFORM,LEGO Media,Saffire Corporation,6.4,0.06,0.04,,0.02,0.0,0.05826890812397577
3DS,SIMULATION,Natsume,ArtDink,7.5,0.06,,0.06,,,0.05826890812397577
3DS,SPORTS,2K Games,"Black Lantern Studios, Inc.",7.5,0.06,0.06,,,0.01,0.05826890812397577
PC,SPORTS,SouthPeak Interactive,Cyanide Studio,6.5,0.06,0.04,,0.02,0.01,0.05826890812397577
X360,SPORTS,Electronic Arts,EA Sports,7.5,0.06,,,0.06,0.0,0.05826890812397577
PS2,SPORTS,Tecmo,Tecmo,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
DS,SPORTS,Atari,Mistic Software,7.5,0.06,0.06,,,0.0,0.05826890812397577
WII,SPORTS,Konami,Hudson Soft,7.5,0.06,,0.06,,,0.05826890812397577
X360,SPORTS,Activision,FUN Labs,7.5,0.06,0.06,,,0.0,0.05826890812397577
GBA,RACING,"Orbital Media, Inc.","Orbital Media, Inc.",7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
PC,RACING,Electronic Arts,Slightly Mad Studios,8.3,0.06,,,0.05,0.01,0.05826890812397577
GC,RACING,Activision,Stealth Studios,6.4,0.06,0.04,,0.01,0.0,0.05826890812397577
PS2,RACING,Codemasters,Codemasters,7.5,0.06,0.03,,0.02,0.01,0.05826890812397577
X360,RACING,Deep Silver,Deep Silver,7.5,0.06,0.04,,0.01,0.01,0.05826890812397577
DS,SIMULATION,THQ,THQ,7.5,0.06,0.06,,,0.0,0.05826890812397577
SAT,SIMULATION,ESP,Game Arts,7.5,0.06,,0.06,,,0.05826890812397577
DS,SIMULATION,Ubisoft,1st Playable Productions,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
XONE,SPORTS,Nordic Games,Rainbow Studios,7.5,0.06,0.05,,,0.01,0.05826890812397577
PS4,SPORTS,2K Games,HB Studios,7.5,0.06,0.05,,,0.01,0.05826890812397577
WII,SPORTS,2K Sports,Visual Concepts,7.5,0.06,0.06,,0.0,0.0,0.05826890812397577
GC,SPORTS,Crave Entertainment,Lab Rats Games,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
PS,SPORTS,Mattel Interactive,Krome Studios,7.2,0.06,0.03,,0.02,0.0,0.05826890812397577
XB,SPORTS,VU Games,Blitz Games,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
DS,SPORTS,Activision,Black Lantern Studios,7.5,0.06,0.06,,,0.0,0.05826890812397577
PSP,SPORTS,Konami,PawaPuro Production,7.5,0.06,,0.06,,,0.05826890812397577
PSP,SPORTS,Activision,FUN Labs,7.5,0.06,0.06,,,0.0,0.05826890812397577
XONE,SPORTS,2K Games,Saber Interactive,7.5,0.06,0.05,,,0.01,0.05826890812397577
GBA,SPORTS,Ubisoft,DC Studios,7.5,0.06,0.04,,0.02,0.0,0.05826890812397577
PS4,SPORTS,Nordic Games,Rainbow Studios,7.5,0.06,,,0.05,0.01,0.05826890812397577
GC,SPORTS,Konami,KCEO,2.6,0.06,0.05,,0.01,0.0,0.05826890812397577
PS2,SPORTS,Konami,Konami,7.5,0.06,,0.06,,,0.05826890812397577
PS2,SPORTS,Bandai,Bandai Namco Games,7.5,0.06,,0.06,,,0.05826890812397577
PS,SPORTS,Namco,Namco,7.5,0.06,0.03,,0.02,0.0,0.05826890812397577
XB,RACING,Ubisoft,Ubisoft Paris,7.5,0.06,0.05,,0.01,0.0,0.05826890812397577
